huc8,ensemble_mean_et,eemetric_mean_et,ssebop_mean_et,disalexi_mean_et,ptjpl_mean_et,geesebal_mean_et,mean_eto,mean_pr
14040104,245.18004480324817,271.40475333982783,120.7768006867239,242.04829554825028,267.2987250869786,351.69354560203845,1051.1628983496926,276.5768429203838
14040102,372.70217594548416,430.6913379927418,288.1048475036763,342.9027352478682,365.3610008357687,376.8655616258476,947.8042303746048,455.5952481907475
10180006,247.8605672856541,268.4799256298742,175.2356991742997,327.73737964498946,281.131336166781,264.9025968429648,1186.0172175764872,299.17873390900434
14040200,173.87636393653972,150.5712598598859,69.6270616513088,230.40428693919932,218.14349740216767,277.80212184713736,1135.0859835216695,230.45290414029807
14040105,185.60863344168797,165.40030139087727,98.0285256662034,226.83719580423707,238.2724705565108,283.89680297205683,1086.9761214499592,223.0850912567088
10180003,340.4614173848703,373.7316577699648,241.09548876020804,322.5013053700835,311.71150966914195,450.60153625026186,1248.6726492549,260.870622956627
15020003,333.21987525609893,318.35629387236844,268.4653971685452,395.1548989936245,382.8288456351489,369.39203203987375,1439.9907870744169,289.376266294164
14080106,157.69038167778652,126.53911277703769,129.45816199217143,224.7761658598128,251.580631111104,170.2058560566214,1469.7190447398175,253.08140946527683
15020004,381.1591462994973,354.73171528332364,291.1368415122469,457.759320140679,381.9484392669348,515.6480735488215,1496.9925917542796,292.6660819367874
15020006,392.3747288311128,391.5604848709869,345.3231939124548,488.4553310353912,423.5328168394988,386.44975265326906,1517.0906451242686,300.5817766824059
15020002,258.0223400453221,165.34233009303998,184.9468429286889,330.4911029445245,319.4750488041132,363.50555223290735,1422.0615241797848,293.17407944361787
15020001,379.1548597302292,326.4564904636228,348.79999791956374,432.44514915493227,433.477326836574,423.70748333164863,1322.2637284196728,440.756526774588
14080205,219.3918080041519,129.13547804749436,200.03228669246917,308.62499366603043,238.8991572578209,324.2170034452333,1548.8459627553952,215.35524415877973
14070006,265.165169148904,151.40139390450076,218.48701723876405,370.88833287310257,280.2052324759733,401.600177469668,1499.031909489595,259.35228787643183
14070007,322.04994367183747,261.8938958323498,255.4381953489368,437.3148676132247,332.84087769110505,414.33924762052845,1386.2609471236813,334.269844934824
14080107,411.1706001228412,326.67368204875714,339.5152575860663,476.1626059687954,430.62880230530953,521.3465892423461,1366.8870851242066,386.6343751317656
14080101,494.3570786646984,457.9684183530911,462.9096162393,518.024055553528,503.3672802349636,592.965784812355,1223.7938733281292,474.7340905302818
14080104,538.6037112042347,533.2343459079578,527.6645977365554,596.7439915108273,510.9053502049277,603.6146328149978,1145.734452725254,640.6962395689856
14030005,266.34257425592267,185.70577123518143,255.85129300164917,363.2158459867301,316.0202733213274,297.7748552651992,1281.2663104570486,310.1777166091969
14030002,523.254930811408,462.63400465467953,501.58359302645454,586.125944598517,503.93208081392174,587.6730527729885,1192.1602738690904,506.3828655073828
14080203,389.77958887659,346.20071207384865,310.44423477414125,477.82564984237865,396.0456024606937,447.8631704638306,1421.13425319861,345.25914300978224
14030004,463.5990260503563,311.1567049514657,447.79685174167207,602.0579546353864,497.30439963209153,486.2327291189015,1192.6225132029188,448.3623619786363
14080202,439.519423753516,388.7920609341866,340.2239691741763,521.5867501970647,435.5199825456543,570.0421599125106,1396.3097649511403,343.3397969629676
14010005,490.72326423348846,408.4044107731623,464.708482841584,564.676439033829,508.1865103897979,526.464267268452,1099.2999299666826,454.4371560656124
14050007,324.18472899760815,268.35145107976217,270.70177522706484,377.5873478802988,369.8669677560175,387.16559463713696,1165.9878555753344,306.0533397497703
14060010,359.0944661224125,296.7376901041228,289.06236433288234,407.4937336979548,392.37415798308695,447.4443392863293,1103.6048637774857,342.40579151598945
14030001,264.3165351537267,152.6396937166284,239.21036344310644,383.148239821557,335.14745191014543,265.3841895257067,1201.2743293096348,326.2497009850749
10180002,405.4807061692838,466.4875649265223,363.1170572944204,414.9861536041291,378.6096752877028,449.0025410336495,1173.9671379785773,457.3181276169977
14050003,348.40130604538973,302.59462318514903,289.7586067518,382.6407931387723,386.298933373189,430.3518856096594,1083.2519534608905,399.164483750518
14040109,188.67320610864056,154.45690978317737,139.96345706544474,270.9860991295363,252.57604048382112,213.62474574511467,1124.8931664543024,284.3873897300734
14040107,291.59738241333457,307.09827987685634,186.6770594407408,295.9311472718394,297.4376381002349,365.9733205243044,1044.4402968888496,329.6936652635376
14040108,317.74640366818977,327.9509159540527,194.4797135239718,334.65799455490463,327.3845910959763,397.9484998789609,1071.4130046616513,311.79217512164416
16010101,415.8352682412439,427.8573917706495,335.9908983408664,422.2236768675465,422.0792815388209,447.785521218228,1023.528223197364,407.10545725555534
16020101,540.5845338050174,447.0702414722396,538.4536483495078,534.5828456726016,546.5369369470798,553.0848492002405,1048.6636601600185,524.8676422195135
15080303,331.390632010724,417.8936965079436,329.65675231635134,395.2386545111316,389.4936149144702,214.07355477077328,1924.37353092402,336.1984992607352
16020301,293.0375019212283,229.5193953060355,208.7646104901055,360.9346066014532,348.5536553601616,344.9845758835935,1347.1108915178488,290.40619062692343
15010013,374.6638788572006,331.37490479028367,305.39941189514025,437.7902853396741,388.9469231136377,460.39455062866097,1507.4400351833945,277.90610485618214
16030006,403.6267810345759,337.7319133472549,353.5682931123506,472.62600577192177,419.6727315728021,454.6187210514625,1428.9630717468465,371.9930497721929
14030003,499.81944368516577,453.4925935534706,521.5929054980925,533.9065314430251,487.1865039120224,507.32305454942593,1199.0271173819983,510.3929413091118
14020006,497.3651225612868,469.6157397326848,475.82248439336496,541.6343945069802,497.69288137752767,528.9984302164581,1113.0583114519434,455.811441895948
14010001,501.9760747368904,496.7721541795592,509.1416433146818,514.7322962641217,500.9769267287731,508.71702324754193,970.143137401611,644.1623731891638
14050001,552.0776567830901,487.3543438726537,565.869199496132,555.4853094617387,547.3468008881749,621.2386645035785,1000.8535102497012,663.7423172110236
10190006,496.6607123237597,452.9335057677967,476.0098770124674,558.3154910541384,506.701141132941,515.1800670199796,1078.3706820524071,640.0026286715363
11020001,498.3435517196006,538.5083901114888,478.4994521687806,553.7776709282575,472.7947995806831,518.971212442201,1112.9669015354489,449.4874991215764
14060009,284.1173987423581,219.8663405262546,195.150041242303,369.7509086158862,310.8357708095135,385.13181329212375,1159.691345805776,367.3778435403687
14060007,352.3577180453654,310.24370061446285,275.1543395758881,438.4278992060485,403.95654124860647,402.2355026665454,1135.5924977992224,377.2283463745287
16030004,527.8820872532945,478.1156200119375,509.1248441285576,590.7959188841414,512.2830184779729,524.955874784292,1134.1396409266902,491.8698342922741
10190007,456.5658590490015,454.8888489427336,455.4730793177116,515.1442837725929,467.06122852177,411.67778090344393,1171.1358260290344,579.8968551474455
10080002,272.19925508852145,254.3873061668212,219.67176746289655,299.7755595366909,307.0888818027755,293.29818387417043,1045.08164471897,375.2781417843124
10080003,390.300238262563,398.6816353426335,390.17922857415664,388.54814311634186,379.3626860506093,344.2251083481109,1103.0131414491352,456.5123648299832
14080204,243.0887332533304,176.59672877905686,258.4246556650561,296.9460519936389,279.7332605274419,284.38879150655214,1560.3541658193135,247.9187268936749
14080201,260.5930271264625,171.9785441564746,248.37664250003985,349.3279890099811,281.65873532483874,344.53033145185634,1490.9875014474728,274.1497472302668
14080105,308.39382017120727,256.85871014827853,238.32077625806343,381.7063915307986,339.1201716651915,378.41274757977374,1424.250218924976,311.0746884275342
14040106,381.5514602025382,335.83880731873245,336.1648194654572,414.4372290924445,394.3625089783408,415.2953768761253,1106.877354345662,356.74751451380024
16010102,453.5079181829317,407.0085622877271,388.1849868093773,460.77401619594,501.05976403856624,489.4724014981653,924.0561415351272,476.1282422768801
15040007,458.91855140498166,530.684357706131,446.17175427522153,497.3091470794436,515.9303732396345,345.0535885716466,1684.0542177263565,374.4428140825399
15020005,428.0247831676448,360.5360361365048,398.3511050975522,466.4691669808981,483.125718162912,451.7015661690114,1449.6954533156145,413.5620412496902
15060104,680.4003265577057,561.8762934416263,700.9971759062597,679.4165209525061,719.6209491472234,702.2970440401491,1489.8196177758723,491.67818781220666
15060103,677.3182093515848,692.3166497780865,682.4388702175302,701.5736556446448,685.9991844673032,635.0653199216011,1647.7536880531572,489.14446732371454
15060105,721.6052030951839,739.2393733688887,759.9603298368236,729.9735890821925,711.4562549808901,699.1215644872751,1683.9628355315642,572.1175015217428
15060106,475.43300570334975,520.4201663772538,390.7244614397272,499.1583836855462,472.2004426606096,620.0653892087128,1759.709309237075,276.7234165462107
15060203,650.847129609631,674.4014367303812,632.0971796169578,669.7195295917401,655.8567880795298,673.6686798097693,1698.1774783643673,485.48085908597005
15020008,314.85720982596786,312.870800783864,277.5698014397244,363.2179278473414,353.4260636483488,339.1834266276931,1434.893372162481,317.2920007540908
15060202,632.8183355887194,757.0581776280898,555.2410415857237,641.4670227890251,623.4127821877452,643.5797143942334,1510.1453321442807,496.580500815012
15020015,458.3012769667341,501.4504163653329,412.1492170810981,505.9144155050786,492.9517349089293,415.925366847748,1413.6105085908414,465.93440286235887
15020016,282.5109376499754,189.51725528082503,215.51708764867527,365.5826181173587,338.6251204107713,384.23117627735735,1479.0881231198582,283.6817678336608
15020012,251.4360502810694,172.07255427153322,188.2167668952061,333.39188874548023,274.2857722810266,431.1349412014664,1483.2400065807035,235.6502527417693
15020017,225.93953768378597,179.28577175446284,149.14655937198424,297.491986722105,254.3789081295649,379.9532256101018,1495.463578387724,229.59683656139535
15020013,226.70474294905944,128.8794947773119,184.1789084551181,299.8857700114499,265.80744480654045,341.0666349362244,1535.789079711369,218.252788204576
15020014,197.9714756278668,137.57537186351996,156.80162120332065,263.87553949889394,242.74542469181603,268.6615397705339,1581.181949324459,204.7366492361384
15020010,490.6676547923868,494.33743646069,459.9137951904405,543.558372733209,503.4865750788599,475.7525385422151,1374.0039426617843,465.0751922468398
15020018,237.2843405149328,168.20087643520748,167.6990592689954,321.6031755500394,265.39264962445225,367.9696967067575,1488.6062330504678,246.3136667709583
15010001,354.5265244298901,236.1534197786396,330.0625869518009,460.7371197116729,369.6627112431666,449.69680727793497,1505.2683291552892,332.54808979759486
15020007,235.47805363892164,166.6231724939752,144.6185074638117,322.2062673556292,268.89543926789463,350.2000919849958,1524.459900794895,217.84907780328876
15020011,285.4225058000169,273.4784569671726,227.23002022011963,360.9655063508192,308.9994743060775,315.1007329565512,1572.6294218873304,224.10888981621324
15020009,306.06338640237004,270.96818229983984,241.10720327629176,388.765009021301,320.29533113451765,373.87056325477687,1539.68450889856,235.5794618281165
15060102,744.3973168107459,667.6077649331315,848.026076805875,711.3834104526878,734.4457476642698,752.5967775619873,1381.3332265989468,698.1099657044492
15060101,707.1406253772723,793.6310677261916,737.8338603398315,714.2439872375273,702.1579254964926,627.6460435428874,1429.3614956997894,610.25717950818
14020005,483.6909297576128,395.9678411471753,391.7095389235645,593.3298897199398,491.86787665691344,575.8205593886594,1138.7063498279003,436.3836035537997
14080102,659.5468697845469,664.9123429406613,690.1578889209152,639.6189905588732,633.7149671722505,744.7280801822117,1164.2090891506432,639.634217241124
14020002,519.0199455804138,540.4542067102951,518.8950340393567,545.1671659057203,511.8944231504484,521.7221199225058,1052.5458580004977,486.7071071983725
14010004,568.3406154063298,588.210662336896,576.1600101738246,576.5392485048399,502.2256728073933,608.2442573202698,976.4209565946112,706.4962023166407
14010003,531.5767677263849,534.5543098436001,545.1318262850184,538.6652895369613,489.104818289264,577.3532001681581,973.2455574486517,586.1169569739585
14020004,625.4110968471988,618.0572903790213,633.7535020145777,677.8915823567696,570.7213778802784,664.6709264332612,1062.774962018916,601.5025984374736
14050006,456.0444515089895,365.4838920421733,393.593433659956,514.1190129955937,497.054886354761,492.95923581518457,1084.0095700662068,413.9157492434679
14050005,533.8877783858767,440.275087940033,549.319799727986,540.1016843065988,536.941255036989,575.3998810896579,1036.302204366735,592.1321686138177
10180001,463.8084294329473,526.2069999939773,462.6531792728799,490.9644265533272,458.1518425355,422.6440733246209,1030.4150514962444,644.8143173940006
14050002,386.3293811652578,282.58736585589617,323.33020236768533,436.75300897636015,451.38444400108034,452.8550496867836,1063.987616961194,393.6437851932545
10190005,552.1644836606208,571.2175160050957,585.8073240766083,616.3428380109239,531.5167042420741,486.1041376898328,1156.8436602680863,718.6954049408139
14010002,450.63281242051386,476.4244226801823,481.1740518057467,502.7770256991664,388.5208213663831,424.816042100433,938.9807858525688,663.1135065619371
10190004,498.4614846252748,505.3172987380355,517.8644001566541,573.4965961417588,466.4426876726416,478.4874657066298,1009.17460681128,687.0584684795319
14020001,501.3439927740874,553.7883044774283,509.3120536871658,482.7633542147887,426.8805970736076,522.9531701447218,943.263699461486,629.7408222583263
14080103,325.4213553052467,300.5484405111643,232.9612408452521,370.2093340030257,345.04311271948166,461.1140866640691,1337.064379787155,300.0314817460652
13020208,322.1534009045946,320.1768171033255,323.0392226284916,383.3772016661114,389.8367838492477,299.69107921463404,1435.4624462295208,361.4156223626465
13020209,230.84828198971755,225.72299913397143,237.5485031086922,295.752722379604,309.4745014532495,248.72631060751291,1564.7109396418573,307.41484021244065
13020206,378.7608161411062,387.7674458281445,309.3823852818076,451.3686516858143,404.7128148818581,440.3100168697291,1416.7725714828982,300.395249394192
13020207,300.61457139853235,289.8070636069156,286.8215052574233,385.9178094046408,343.73880745859805,339.91916865297395,1489.9138014516009,290.0277369101566
13020204,231.80126625301116,191.43462415681296,189.6130671513837,292.9706125233114,268.50883096536563,376.0240853262941,1545.9200188482669,256.9333217549214
13020205,214.86806719677375,203.7588193398322,167.5839493919228,290.6708934911952,258.8494079380345,302.9706441572715,1475.200220127202,245.10624726772863
14070005,350.8159571856952,260.8043718426899,287.7349961812305,455.6367606806477,355.90899994320847,485.6311522221696,1375.0821988965645,365.7714339624084
16030002,462.06964862513786,419.0635378001497,389.52595575305753,560.0267100952066,460.46978068929496,488.2868813916103,1129.7829902098763,518.1099210498124
14070001,288.0179773902288,178.38549206060526,266.5857403844575,382.0796892308135,302.2451163756703,410.4583417103052,1517.4730786007085,262.6644625327151
14070003,352.61884675422573,317.4477662347201,262.6351688331925,446.7073168189433,353.78306152752145,429.70051247404655,1257.4151196606772,414.3428574233471
14070004,199.39754748385397,93.35007145622583,145.24294509616982,273.1630190543776,251.2839817327519,331.4550961524576,1360.0064743509367,240.0459743041088
14060008,204.65591615650547,105.97650842691434,148.53321097311962,310.1788304955892,260.82146090191264,306.46314035583026,1240.9601368225317,248.92725759561208
14060006,381.1188724221918,331.1600666764599,324.4294517176029,460.20543358607375,419.1717565455575,421.31885868061255,1149.9353157493024,351.9888085678637
14060005,365.710005282332,305.044830601806,317.5996722933235,432.03604092537455,401.6173880379645,409.5020562456551,1227.78182361539,338.67055919401724
14070002,259.4829165021175,209.95283813884484,179.93459003955527,354.9989959308924,289.7010086513668,338.8265041615199,1248.5259463394257,342.89982118020845
16030003,503.288367061096,453.45032535505015,437.6649885509336,598.5541798817935,466.1185240881432,544.3606441224581,1206.5956727628609,463.9980467528873
16020202,588.851838301132,458.5841807544032,567.1350270170736,656.9197205989848,587.9406325408668,657.5371011432975,1016.2791269773048,522.2778771626307
16020203,600.7476765341862,493.6064258603517,553.1779053338823,634.1077193504606,582.2885529100583,670.5423247657246,970.0982362552512,596.7467686595887
14060004,475.2403637020101,453.7628701002032,419.1170735322176,524.5241786103752,469.3747578187132,492.5024004321916,1057.988741118956,477.6679065400924
14060003,428.2072470162266,409.1712699813184,345.7726556614317,463.52545539591,422.32239267232944,425.7968350387522,1082.2804123031522,483.80370440672056
14050004,236.62628159210337,215.30506447155685,153.14433544357186,294.02791282908544,287.79322383162605,296.9277414152754,1138.0671009550565,295.03366586286063
